"CÓDIGO SIGEP","NOMBRE DE LA ENTIDAD","NIT","ORDEN","SUBORDEN","REGIÓN PND","CÓDIGO DIVIPOLA DEPARTAMENTO","DEPARTAMENTO","CÓDIGO DIVIPOLA MUNICIPIO","MUNICIPIO","CLASIFICACIÓN ORGÁNICA","SECTOR","NIVEL","TIPO DE VINCULACIÓN","NATURALEZA JURÍDICA","LONGITUD","LATITUD","AÑO","MES","FUENTE","GENERO: HOMBRE","GENERO: MUJER","NIVEL EDUCATIVO: PRIMARIA","NIVEL EDUCATIVO: SECUNDARIA","NIVEL EDUCATIVO: TÉCNICA-TECNOLÓGICA","NIVEL EDUCATIVO: PROFESIONAL","NIVEL EDUCATIVO: ESPECIALIZACIÓN","NIVEL EDUCATIVO: MAESTRÍA","NIVEL EDUCATIVO: DOCTORADO","NIVEL EDUCATIVO: SIN DATOS","EDAD: MENOR O IGUAL A 29","EDAD: 30-39","EDAD: 40-49","EDAD: 50-62","EDAD: 63 Y MAS","EXPERIENCIA LABORAL: MENOR A 1 AÑO","EXPERIENCIA LABORAL: DE 1 A 10 AÑOS","EXPERIENCIA LABORAL: DE 11 A 20 AÑOS","EXPERIENCIA LABORAL: DE 21 A 30 AÑOS","EXPERIENCIA LABORAL: DE 31 A 40 AÑOS","EXPERIENCIA LABORAL: MAYOR A 40 AÑOS","EXPERIENCIA LABORAL: SIN DATOS","SALARIO MENSUAL PROMEDIO"
"05866","PERSONERIA DE ROBERTO PAYAN","800099132","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","3.691.591"
"05867","PERSONERIA DE RONCESVALLES","809000999","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","2.960.920"
"05870","PERSONERIA DE SABANAGRANDE","890115982","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1.490.000"
"05872","PERSONERIA DE SABANALARGA","890983736","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","1","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","2.235.564"
"05873","PERSONERIA DE SABANALARGA -- SABANALARGA, CASANARE","900052668","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","3.458.164"
"05874","PERSONERIA DE SABANAS DE SAN ANGEL","819003412","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","1","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","2.597.089"
"05876","PERSONERIA DE SALADOBLANCO","891180180","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","4.261.640"
"05880","PERSONERIA DE SALENTO","890001127","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","1","0","0","0","1","0","0","0","1","0","1","0","0","2","0","0","0","0","0","2.424.004"
"05881","PERSONERIA DE SAMANA","890801149","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","2.585.083"
"05883","PERSONERIA DE SAN AGUSTIN","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","4.261.640"
"05884","PERSONERIA DE SAN ALBERTO","900093482","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1.605.000"
"05885","PERSONERIA DE SAN ANDRES - SANTANDER","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","2.755.820"
"05886","PERSONERIA DE SAN ANTONIO","809007166","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1.169.315"
"05888","PERSONERIA DE SAN ANTONIO DEL TEQUENDAMA","860527046","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","3.611.000"
"05889","PERSONERIA DE SAN BENITO ABAD","892280054","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","3.458.164"
"05890","PERSONERIA DE SAN CALIXTO","800099260","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","4.690.340"
"05891","CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA.","811000231","NACIONAL",,,,,,,"NO APLICA","AMBIENTE Y DESARROLLO SOSTENIBLE","NO APLICA","NO APLICA","ORGANOS AUTÓNOMOS",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","117","141","0","7","0","46","143","33","2","0","0","46","93","98","21","39","58","66","66","35","60","0","4.907.974,36"
"05892","PERSONERIA DE SAN CARLOS -- SAN CARLOS, ANTIOQUIA","890983740","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","1","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","2.807.917"
"05893","PERSONERIA DE SAN CARLOS -- SAN CARLOS, CORDOBA","812004846","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","2.663.877,5"
"05895","PERSONERIA DE SAN CAYETANO -- SAN CAYETANO, CUNDINAMARCA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","1","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","2.641.255,5"
"05896","PERSONERIA DE SAN CAYETANO -- SAN CAYETANO, NORTE DE SANTANDER","900053490","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","1","1","0","1","0","2.359.570"
"05898","PERSONERIA DE SAN DIEGO","824001621","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","4.117.992,5"
"05899","PERSONERIA DE SAN EDUARDO","891801282","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","1","0","0","0","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","2.609.801"
"05900","PERSONERIA DE SAN ESTANISLAO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","922.925"
"05902","PERSONERIA DE SAN FRANCISCO -- SAN FRANCISCO, ANTIOQUIA","800022791","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","2.383.826"
"05905","PERSONERIA DE SAN JACINTO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3.691.591"
"05906","PERSONERIA DE SAN JOAQUIN","890208676","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","2.103.064"
"05907","PERSONERIA DE SAN JOSE","810001998","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","0","0","0","0","0","1","1","0","0","0","1","1","0","0","1","0","1","1","0","0","0","2.761.390,5"
"05909","PERSONERIA DE SAN JOSE DE FRAGUA","900334763","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","1","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","2.091.850"
"05910","PERSONERIA DE SAN JOSE DE LA MONTAÑA","800022618","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","4.372.869"
"05912","PERSONERIA DE SAN JOSE DE URE","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","2.026.649,5"
"05913","PERSONERIA DE SAN JOSE DEL GUAVIARE","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1.156.320"
"05914","PERSONERIA DE SAN JOSE DEL PALMAR","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","4.054.070"
"05915","PERSONERIA DE GUACARI","891380089","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1.818.943"
"05916","CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE DE LA AMAZONIA CDA.","838000009","NACIONAL",,,,,,,"NO APLICA","AMBIENTE Y DESARROLLO SOSTENIBLE","NO APLICA","NO APLICA","ORGANOS AUTÓNOMOS",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","15","21","0","3","0","6","10","4","0","0","2","14","12","7","1","14","11","2","2","6","1","0","4.699.206,67"
"05917","PERSONERIA DE SAN JUAN DE BETULIA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","2.850.136"
"05918","PERSONERIA DE SAN JUAN DE RIOSECO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","1","0","0","1","0","0","0","2","0","0","0","0","0","1","0","0","2.570.901,5"
"05919","PERSONERIA DE SAN JUAN DE URABA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","1","0","0","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","2.325.000"
"05920","CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA.","800252844","NACIONAL",,,,,,,"NO APLICA","AMBIENTE Y DESARROLLO SOSTENIBLE","NO APLICA","NO APLICA","ORGANOS AUTÓNOMOS",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","18","21","0","2","0","9","16","5","0","0","0","8","12","16","3","11","7","8","8","3","10","0","4.352.106,1"
"05921","PERSONERIA DE SAN JUAN DEL CESAR","825000972","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2.776.147,5"
"05924","PERSONERIA DE SAN LORENZO","814003846","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3.691.591"
"05925","PERSONERIA DE SAN LUIS DE GACENO","891802151","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","1","1","0","0","0","0","0","2","0","0","0","1","0","0","0","1","0","2.948.622,5"
"05928","PERSONERIA DE SAN MIGUEL","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","1","0","0","1","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","2.412.250"
"05929","PERSONERIA DE MOCOA","846000375","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3.879.493"
"05931","PERSONERIA DE SAN PABLO -- SAN PABLO, BOLIVAR","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","2.444.230,5"
"05932","PERSONERIA DE SAN PEDRO -- SAN PEDRO, VALLE DEL CAUCA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","0","1","1","0","0","0","0","2","0","0","1","1","0","0","0","0","0","5.250.000"
"05933","PERSONERIA DE SAN PEDRO DE CARTAGO","900255112","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","3.691.591"
"05934","PERSONERIA DE SAN PEDRO -- SAN PEDRO, ANTIOQUIA","890983922","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","0","0","0","0","3.161.045,5"
"05935","PERSONERIA DE SAN PEDRO DE URABA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","2.950.718,5"
"05937","UNIDAD ADMINISTRATIVA ESPECIAL DE AERONAUTICA CIVIL","899999059","NACIONAL",,,,,,,"NO APLICA","TRANSPORTE","DESCENTRALIZADO","ADSCRITAS","UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1900","789","33","946","0","754","439","154","7","16","172","596","741","752","428","556","494","383","383","394","633","0","3.151.426,29"
"05938","PERSONERIA DE SAN ROQUE","890980850","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","0","0","0","0","2.325.000"
"05939","PERSONERIA DE SAN SEBASTIAN","891502482","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","4.261.640"
"05941","PERSONERIA DE SAN VICENTE","890982506","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","1","0","0","0","3.110.192,5"
"05946","PERSONERIA DE SANTA BARBARA -- SANTA BARBARA, SANTANDER","890205973","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0","4.006.761"
"05947","PERSONERIA DE SANTA BARBARA (ISCUANDE)","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3.691.591"
"05951","PERSONERIA DE SANTA CRUZ DE MOMPOX","NULL","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA DISTRITAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","3.691.591"
"05952","EMPRESA DE SERVICIOS PUBLICOS DEL VALLE DE SAN JOSE","900378564","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","4","2","0","3","0","3","0","0","0","0","0","2","2","2","0","1","1","0","0","1","1","0","2.175.338,33"
"05953","PERSONERIA DE SANTA MARIA -- SANTA MARIA, BOYACA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1.318.279"
"05954","PERSONERIA DE SANTA MARIA -- SANTA MARIA, HUILA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","4.054.071"
"05955","PERSONERIA DE SANTA ROSA -- SANTA ROSA, CAUCA","800095984","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4.261.640"
"05957","PERSONERIA DE SANTA ROSA DE OSOS","890981554","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","0","1","1","1","0","0","0","3.659.311,5"
"05958","PERSONERIA DE SANTA ROSA -- SANTA ROSA, BOLIVAR","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3.691.591"
"05959","PERSONERIA DE SANTA ROSALIA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","811.714"
"05960","PERSONERIA DE SANTA FE DE ANTIOQUIA","890907569","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","3.525.822,5"
"05961","PERSONERIA DE SANTIAGO -- SANTIAGO, NORTE DE SANTANDER","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1.010.080"
"05962","PERSONERIA DE SANTIAGO -- SANTIAGO, PUTUMAYO","800102906","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","2.882.250"
"05963","PERSONERIA DE CALI","805003895","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","51","49","0","7","0","9","50","28","1","0","3","6","24","51","16","11","30","34","34","14","10","0","6.075.124,34"
"05964","PERSONERIA DE TOLU","823000127","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","1","0","0","1","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","2.368.231,5"
"05966","PERSONERIA DE SILOS","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","4.261.640"
"05967","PERSONERIA DE SANTO TOMAS","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1.638.908"
"05968","PERSONERIA DE EL SANTUARIO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","0","1","0","0","1","0","0","1","0","1","0","1","1","1","0","0","0","2.773.955"
"05969","PERSONERIA DE SANTUARIO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","0","1","0","0","1","0","0","0","2","0","0","0","1","1","1","0","0","2.415.376,5"
